id,license,image_url,scientific_name
6717867,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8525598/medium.jpeg,Gasteracantha cancriformis
6775463,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8613070/medium.jpeg,Gasteracantha cancriformis
6775492,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8613116/medium.jpeg,Trichonephila clavipes
6795247,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8642748/medium.jpg,Lycosa erythrognatha
6801505,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8653322/medium.jpeg,Nephilingis cruentata
6802188,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8654344/medium.jpeg,Nephilingis cruentata
6878401,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8771782/medium.jpeg,Nephilingis cruentata
6878426,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8771845/medium.jpeg,Nephilingis cruentata
6878525,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8771957/medium.jpeg,Nephilingis cruentata
6941920,CC-BY-NC-ND,https://static.inaturalist.org/photos/8871478/medium.jpg,Ephebopus murinus
6968760,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8914510/medium.jpg,Menemerus bivittatus
6974954,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8924264/medium.jpg,Micrathena nigrichelis
6974965,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8924280/medium.jpg,Micrathena nigrichelis
7028119,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9014104/medium.jpg,Argiope argentata
7028190,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9014217/medium.jpeg,Nephilingis cruentata
7028279,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9014356/medium.jpeg,Nephilingis cruentata
7028318,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9014412/medium.jpeg,Trichonephila clavipes
7047829,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9045117/medium.jpeg,Nephilingis cruentata
7047913,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9045249/medium.jpeg,Nephilingis cruentata
7181532,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9328098/medium.jpg,Alpaida veniliae
7226555,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9329739/medium.jpeg,Isoctenus coxalis
7294401,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9437050/medium.jpg,Heteropoda venatoria
7294465,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9437115/medium.jpg,Avicularia avicularia
7294632,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9437328/medium.jpg,Anelosimus eximius
7294750,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9437490/medium.jpg,Micrathena schreibersi
7306843,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9457338/medium.jpeg,Alpaida grayi
7380456,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9581216/medium.jpg,Alpaida grayi
7416982,,https://static.inaturalist.org/photos/9636895/medium.jpg,Argiope argentata
7423903,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9646432/medium.jpg,Argiope argentata
7427502,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9652470/medium.jpg,Alpaida bicornuta
7428002,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9653210/medium.jpg,Freya decorata
7429583,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9655731/medium.jpg,Menemerus bivittatus
7429623,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9655780/medium.jpg,Menemerus bivittatus
7438655,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9670224/medium.jpg,Argiope argentata
7438954,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9670544/medium.jpg,Eriophora edax
7439010,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9670601/medium.jpg,Menemerus bivittatus
7440092,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9672136/medium.jpg,Trichonephila clavipes
7451597,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9691568/medium.jpg,Leucauge argyra
7452317,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9692814/medium.jpg,Menemerus bivittatus
7452640,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9693213/medium.jpg,Peucetia flava
7453671,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9694965/medium.jpg,Theridion
7453707,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9695016/medium.jpg,Trichonephila clavipes
7453724,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9695043/medium.jpg,Dubiepeira dubitata
7494156,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9762108/medium.jpg,Parawixia bistriata
7494157,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9762111/medium.jpg,Iridopelma hirsutum
7494159,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9762114/medium.jpg,Araneus guttatus
7494160,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9762116/medium.jpg,Corythalia conferta
7494162,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9762118/medium.jpg,Araneus guttatus
7494165,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9762122/medium.jpg,Menemerus bivittatus
7494170,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9762129/medium.jpg,Parawixia bistriata
7495568,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9764162/medium.jpg,Iridopelma hirsutum
7495999,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9764532/medium.jpg,Dolichothele exilis
7496203,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9764842/medium.jpg,Acanthoscurria natalensis
7496655,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9765553/medium.jpg,Araneus guttatus
7497328,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9766605/medium.jpg,Peucetia rubrolineata
7497334,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9766620/medium.jpg,Iridopelma hirsutum
7497348,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9766637/medium.jpg,Iridopelma hirsutum
7497701,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9767253/medium.jpg,Dolichothele exilis
7506239,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9781893/medium.jpg,Aglaoctenus lagotis
7508546,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9785449/medium.jpg,Menemerus bivittatus
7509726,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9787067/medium.jpg,Ctenus ornatus
7509858,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9787310/medium.jpg,Iridopelma hirsutum
7509886,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9787399/medium.jpg,Dolichothele exilis
7509910,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9787470/medium.jpg,Zosis geniculata
7509970,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9787562/medium.jpg,Gasteracantha cancriformis
7510100,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9787852/medium.jpg,Argiope argentata
7510363,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/9788281/medium.jpg,Hasarius adansoni
7521344,,https://static.inaturalist.org/photos/9806167/medium.jpg,Trichonephila clavipes
7521389,,https://static.inaturalist.org/photos/9806243/medium.jpg,Argiope argentata
7534765,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9828653/medium.jpeg,Trichonephila clavipes
7540907,CC-BY,https://static.inaturalist.org/photos/9838716/medium.jpg,Breda modesta
7547479,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9849356/medium.jpg,Trichonephila clavipes
7555397,,https://static.inaturalist.org/photos/9862398/medium.jpeg,Trichonephila clavipes
7560810,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9870346/medium.jpeg,Trichonephila clavipes
7561009,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9870622/medium.jpeg,Trichonephila clavipes
7577584,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9897582/medium.jpeg,Ctenus ornatus
7616627,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9956667/medium.jpg,Argiope argentata
7632706,,https://static.inaturalist.org/photos/9981921/medium.jpeg,Pholcus phalangioides
7641434,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/9996222/medium.jpg,Latrodectus geometricus
7641483,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/9996273/medium.jpg,Trichonephila clavipes
7675562,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/10052144/medium.jpeg,Ctenus ornatus
7692711,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10081118/medium.jpg,Argiope argentata
7692847,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10081426/medium.jpg,Tmesiphantes nordestinus
7693227,,https://static.inaturalist.org/photos/10082149/medium.jpg,Menemerus bivittatus
7693775,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083097/medium.jpg,Iridopelma hirsutum
7693783,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083100/medium.jpg,Iridopelma hirsutum
7693785,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083104/medium.jpg,Iridopelma hirsutum
7693788,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083110/medium.jpg,Iridopelma hirsutum
7693790,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083120/medium.jpg,Iridopelma hirsutum
7693793,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083122/medium.jpg,Iridopelma hirsutum
7693800,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083116/medium.jpg,Iridopelma hirsutum
7694217,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083804/medium.jpg,Eriophora edax
7694219,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083811/medium.jpg,Eriophora edax
7694220,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10083813/medium.jpg,Eriophora edax
7694337,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10084120/medium.jpg,Trichonephila clavipes
7694451,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10084345/medium.jpg,Loxosceles amazonica
7694453,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10084352/medium.jpg,Loxosceles amazonica
7694593,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10084564/medium.jpg,Dolichothele exilis
7699056,"",https://static.inaturalist.org/photos/10091492/medium.jpg,Argiope argentata
